"region_id","year","bufa","bufa_share","spillover_bufa_share","treated","CBRS_unit","wetland","barren","treecvr","elevatn","pre1982_SUM","urban_population_mean","med_hhincome_p","A_all_share","V_all_share","region_NorthAtlantic","region_SouthAtlantic","region_GulfCoast"
"10713","1950",2.70118523563405,0.00432189637701448,0.00672243180104205,FALSE,0,0.941730772073452,0.00128205125339521,0.00423076923172443,-0.0250142144398968,2,1109905.98076923,38958,0.772738624642038,0.223546299685319,1,0,0
"10713","1960",4.71894344546843,0.00755030951274949,0.00713931662931974,FALSE,0,0.941730772073452,0.00128205125339521,0.00423076923172443,-0.0250142144398968,2,1109905.98076923,38958,0.772738624642038,0.223546299685319,1,0,0
"10713","1970",4.71894344546843,0.00755030951274949,0.00713931662931974,FALSE,0,0.941730772073452,0.00128205125339521,0.00423076923172443,-0.0250142144398968,2,1109905.98076923,38958,0.772738624642038,0.223546299685319,1,0,0
"10713","1980",5.63817305647858,0.00902107689036573,0.00751178078316525,FALSE,0,0.941730772073452,0.00128205125339521,0.00423076923172443,-0.0250142144398968,2,1109905.98076923,38958,0.772738624642038,0.223546299685319,1,0,0
"10713","1990",6.11488076365769,0.0097838092218523,0.0087607832200543,FALSE,0,0.941730772073452,0.00128205125339521,0.00423076923172443,-0.0250142144398968,2,1109905.98076923,38958,0.772738624642038,0.223546299685319,1,0,0
"10713","2000",6.18483408928803,0.00989573454286085,0.0147084610083776,FALSE,0,0.941730772073452,0.00128205125339521,0.00423076923172443,-0.0250142144398968,2,1109905.98076923,38958,0.772738624642038,0.223546299685319,1,0,0
"10713","2010",6.23488689986836,0.00997581903978938,0.0149202328470693,FALSE,0,0.941730772073452,0.00128205125339521,0.00423076923172443,-0.0250142144398968,2,1109905.98076923,38958,0.772738624642038,0.223546299685319,1,0,0
"10859","1950",29.6836132884014,0.0474937812614422,0.0772645734859339,FALSE,0,0.144210527013791,0.00526315777709611,0.00105263155541921,-0.294954331618705,32,0,27601.7217198157,0.355322640948901,0.103609971364382,1,0,0
"10859","1960",65.9258772087032,0.105481403533925,0.1125292464302,FALSE,0,0.144210527013791,0.00526315777709611,0.00105263155541921,-0.294954331618705,32,0,27601.7217198157,0.355322640948901,0.103609971364382,1,0,0
"10859","1970",106.5332859785,0.1704532575656,0.151011321285482,FALSE,0,0.144210527013791,0.00526315777709611,0.00105263155541921,-0.294954331618705,32,0,27601.7217198157,0.355322640948901,0.103609971364382,1,0,0
"10859","1980",130.86985793944,0.209391772703104,0.307493564871819,FALSE,0,0.144210527013791,0.00526315777709611,0.00105263155541921,-0.294954331618705,32,0,27601.7217198157,0.355322640948901,0.103609971364382,1,0,0
"10859","1990",232.967678936599,0.372748286298558,0.714909826293976,FALSE,0,0.144210527013791,0.00526315777709611,0.00105263155541921,-0.294954331618705,32,0,27601.7217198157,0.355322640948901,0.103609971364382,1,0,0
"10859","2000",474.236040526306,0.75877766484209,1.45114178872614,FALSE,0,0.144210527013791,0.00526315777709611,0.00105263155541921,-0.294954331618705,32,0,27601.7217198157,0.355322640948901,0.103609971364382,1,0,0
"10859","2010",802.331207449486,1.28372993191918,2.6633751566701,FALSE,0,0.144210527013791,0.00526315777709611,0.00105263155541921,-0.294954331618705,32,0,27601.7217198157,0.355322640948901,0.103609971364382,1,0,0
"10963","1950",0,0,0.0335255390559811,FALSE,0,0.169999999792448,0.00214285709496064,0.00214285709496057,-1.29958340191364,26,0,31341.3885561923,0.622802284443499,0.0830912601559034,1,0,0
"10963","1960",0,0,0.0699177223919763,FALSE,0,0.169999999792448,0.00214285709496064,0.00214285709496057,-1.29958340191364,26,0,31341.3885561923,0.622802284443499,0.0830912601559034,1,0,0
"10963","1970",19.7248546698193,0.0315597674717109,0.192754883859144,FALSE,0,0.169999999792448,0.00214285709496064,0.00214285709496057,-1.29958340191364,26,0,31341.3885561923,0.622802284443499,0.0830912601559034,1,0,0
"10963","1980",139.886972665424,0.223819156264678,0.782400060500067,FALSE,0,0.169999999792448,0.00214285709496064,0.00214285709496057,-1.29958340191364,26,0,31341.3885561923,0.622802284443499,0.0830912601559034,1,0,0
"10963","1990",264.448123704924,0.423116997927878,2.05869719759053,FALSE,0,0.169999999792448,0.00214285709496064,0.00214285709496057,-1.29958340191364,26,0,31341.3885561923,0.622802284443499,0.0830912601559034,1,0,0
"10963","2000",430.389897090674,0.688623835345078,2.84269795342642,FALSE,0,0.169999999792448,0.00214285709496064,0.00214285709496057,-1.29958340191364,26,0,31341.3885561923,0.622802284443499,0.0830912601559034,1,0,0
"10963","2010",691.451639546512,1.10632262327442,3.85683496183765,FALSE,0,0.169999999792448,0.00214285709496064,0.00214285709496057,-1.29958340191364,26,0,31341.3885561923,0.622802284443499,0.0830912601559034,1,0,0
"121418","1950",0,0,0.0048106890435823,FALSE,0,0.132499998435378,0.522499993443489,0.00249999994412075,0.230651675225219,9,0,14728,0.0691068199605448,0.930893106143708,0,0,1
"121418","1960",67.779294368859,0.108446870990174,0.00845173487935573,FALSE,0,0.132499998435378,0.522499993443489,0.00249999994412075,0.230651675225219,9,0,14728,0.0691068199605448,0.930893106143708,0,0,1
"121418","1970",142.720174557824,0.228352279292518,0.0212286973004445,FALSE,0,0.132499998435378,0.522499993443489,0.00249999994412075,0.230651675225219,9,0,14728,0.0691068199605448,0.930893106143708,0,0,1
"121418","1980",245.028543416479,0.392045669466366,0.035577918263844,FALSE,0,0.132499998435378,0.522499993443489,0.00249999994412075,0.230651675225219,9,0,14728,0.0691068199605448,0.930893106143708,0,0,1
