"n_buildings_acre","TotalAssessedValue_acre","LandAssessedValue_acre","ImprovementAssessedValue_acre","white_acs","black_acs","med_hh_inc_acs","occupied_acs","med_rent_inc_pct_acs","mean_price","LotSizeAcres_MEAN","sqfeet_MEAN","TotalBedrooms_MEAN","in_cbrs","barrier","region_id"
0.112412897870716,369035.436858624,0,0,0.96945839350888,0,54933.5849038631,0.549243074542245,35.1868365804656,279600,2.06611111111111,1207.28409090909,1.95402298850575,0,0,"122534"
0,21.8952231710954,0,0,0.993265993265993,0,24931,0.107536764705882,NA,NA,5.1855,1672,NA,0,0,"122574"
0.0809372705177844,2215.24908616246,0,0,0.97133756616162,0.016653170819626,39792,0.280720067470337,25.8,68380.6666666667,0.262611111111111,1439.85714285714,2.16666666666667,0,0,"122618"
0.143326518233373,173746.302434686,0,0,0.979541709326468,0,51584.6203919808,0.753746578617582,NA,266838.461538462,0.4196,1317.57142857143,2.40594059405941,0,0,"122650"
0.00529001819668672,6133.6336564557,1874.87778460588,1475.92045246969,0.978697912382284,0.0204324453276459,31548,0.529766986604031,38.5,263107.538461538,23.7966582278481,2889.66101694915,2,0,0,"122692"
0.466002618138786,2712797.09688725,0,0,0.949672687627511,0.0125428157162728,75394.5069258802,0.627256427134152,28.3805195390493,914662.321428571,0.263471153846154,3928.86138613861,NA,0,1,"122713"
0.0795537080635597,6461.72477157858,2086.51625647724,4375.20851510134,0.6083683593174,0.332955341848772,47082.5710693319,0.795383016115305,NA,87555.5555555556,1.06470588235294,1339.8125,NA,0,0,"122721"
0.961982043540374,3780969.45595477,0,0,0.938031472151977,0.00719748594568097,81601.2912663906,0.592360657179705,26.9153787003459,507770.076115486,0.289396021699819,1739.28783934548,NA,0,0,"122867"
0.0167942148372915,19660.4687651296,0,0,0.91896555689324,0.00795441595198527,58846.9020401236,0.620358081893821,42.6466219151161,153564.84375,21.7532962962963,3529.9880952381,2.60759493670886,0,0,"122893"
0.0951185876079769,43639.2969313636,0,0,1,0,108864,0.225325884543762,NA,189663.636363636,0.34131884057971,1992.10256410256,2.64705882352941,0,0,"122903"
0.219375438918247,130854.693141817,0,0,0.808607524108277,0.0480260866596541,40995.1459507963,0.79262572164506,42.1669465163592,160713.555555556,1.23194871794872,2499.5672823219,3.07894736842105,0,0,"122917"
0.536936971226331,242358.512918018,0,0,1,0,108864,0.225325884543762,NA,274257.142857143,0.335186440677966,2168.35877862595,2.95774647887324,0,0,"122961"
0.164589396494063,52290.2426178559,0,0,0.928716195587739,0.0122859461737121,49327.593139316,0.592201214822797,37.4997142501165,201634.538043478,0.772361502347418,3171.98888888889,NA,0,0,"122962"
0.0269790787531448,0,0,0,0.70889063729347,0.040125885129819,38889,0.884086444007859,28.6,NA,NA,NA,NA,0,0,"122973"
0.0598789914747608,0,0,0,0.967792010060157,0,88308.1597123047,0.867113039742503,51,300685.222222222,NA,NA,NA,0,0,"1230"
0,0,0,0,0.930495040040998,0.0630966487108566,32962.2750017567,0.772783478821193,22.2785765595219,NA,NA,NA,NA,0,0,"123019"
0.318971543424905,348162.91492015,0,0,0.803886620405153,0.0394837376445202,52479.6654174909,0.770040078701991,30.3733334948232,447855.091954023,1.7383768115942,2278.39726027397,NA,0,0,"123021"
0.0368566893098724,8982.7885485438,4917.41951126866,4065.36903727514,1,0,31538,0.307955517536356,NA,146421.5,2.90592592592593,1273.05172413793,NA,0,0,"123024"
0.0323749101412788,0,0,0,0.956133225020309,0,59292,0.626923076923077,19.5,NA,NA,NA,NA,0,0,"123055"
0.0674477216157788,24511.4038712416,0,0,0.953005464480874,0,11811,0.833333333333333,NA,138176.470588235,0.488932038834951,1265.4375,2.3298969072165,0,0,"123076"
0.0125484134474328,10551.0281020166,0,0,0.758110633106705,0.186641350609338,63775.9711218258,0.74126346181898,33.9503754718163,NA,NA,3099.85714285714,3.2,0,0,"123084"
0.0269790959384999,0,0,0,0.65637179327028,0.00662543803246614,63223.1230628189,0.898965515717033,35.5,NA,NA,NA,NA,0,0,"1231"
0.0134895451197349,4716.46243756761,0,0,0.96733584115833,2.56415256443513e-05,57730.8378130529,0.591536275744967,19.2011243563499,62333.8235294118,2.52912222222222,2555.0625,2.5625,0,0,"123100"
0.309234004025899,3738711.68662164,0,0,0.923993104269084,0.0441717053299734,72450.0181507663,0.684339338034655,37.0581750987261,2100219.34951456,1.10909967845659,3209.08505367465,2.59393428812131,0,0,"123125"
0.000502403916130686,43.3400349310806,31.6226032120126,11.717431719068,0.807908879858994,0.185487090599536,45049.3301728195,0.832883208332732,32.6,NA,18.0466666666667,788,NA,0,0,"123153"
0.375458993785794,2456152.9795288,0,0,0.99181020596457,0,62751.1817504644,0.370758773567142,NA,1659646.7260274,0.414637168141593,3484.88571428571,3.0047619047619,0,0,"123184"
0.0593540094185356,7416.57036260872,0,0,0.95006305376242,0.00840727495232065,71398.8651185728,0.449984676652481,20.5907475394572,135555.555555556,2.73430508474576,2948.03773584906,2.56603773584906,0,0,"123232"
0.0046838704009718,0,0,0,0.91875,0.0214285714285714,67159,0.269827204253434,24.8,NA,NA,NA,NA,0,0,"123243"
0.00342295292964379,151.505584748053,0,0,0.899044205495818,0.0268817204301075,38977,0.634429400386847,20.4,16000,2.42625,1838.8,3,0,0,"123269"
0.0116576324823039,3239.29616748821,1721.18715384348,1492.47631038735,0.954247684853111,0.0453033371700405,31635.8434152935,0.639526306240627,37.4924553328292,189491.891891892,11.7175,2950.76363636364,3,0,0,"123289"
0.955508974315369,105476.587730866,0,0,0.937504430911878,0.00540922935171445,56940.3802145001,0.797679833439853,31.8638224624103,236855.096153846,2.37148717948718,1808.47826086957,2.22360248447205,0,0,"123339"
0.0509039447194193,39974.4810759626,0,0,0.966848552175537,0.00468125660545801,64994.0299315614,0.653978886615455,43.5408608449893,190537.064516129,0.33881847133758,2703.92857142857,2.77777777777778,0,0,"123350"
0.00148236786918538,782.303542697831,249.136606482223,533.166936215608,0.96668710029295,0.023286230127532,57585.5999212343,0.44414327406036,22.3377897219922,235050,14.955,5038.25,NA,0,0,"123363"
0.0630761222960495,61656.2104217967,0,0,0.859067064484689,0.0704954146956243,91641.2785109493,0.823405237945308,36.6785272793265,524472.583333333,3.60269565217391,3584.625,NA,0,0,"123382"
0.319252618189023,357709.095729423,0,0,0.886967781513807,0.0107432340187416,92242.2268415063,0.688822192569188,27.9655262686332,295454.323453608,0.332060957910014,3002.80100334448,3.27777777777778,0,0,"123391"
0,0,0,0,0.913520097442144,0.0864799025578563,72765.5,0.395189003436426,51,NA,NA,NA,NA,0,0,"123396"
0.000161745161122737,0,0,0,1,0,55656,0.319520174482007,NA,NA,NA,NA,NA,0,0,"123397"
0.0622594390131151,0,0,0,0.718629343629344,0.159749034749035,66116,0.751277683134583,29.1,NA,NA,NA,NA,0,0,"123427"
0.0166901229015918,11263.3520421925,0,0,0.916972653062776,0.0284568926725195,52604.8415917563,0.790441140574106,27.5821606044643,304558.403508772,3.29207486631016,3895.52713178295,3.51136363636364,0,0,"123453"
0.0166175583682266,22149.909052407,0,0,0.931014621007496,0,53248.1328751369,0.899648423961999,18.9,141129.46875,1.98974285714286,2714.18421052632,2.72727272727273,0,0,"123464"
0.149883869819986,36182.9509756616,0,0,0.971130512559859,0.0149453434355995,94328.2247058183,0.511912575961531,NA,192204.361702128,0.448542553191489,4085.26315789474,2.68918918918919,0,0,"123480"
0.101587919791082,38576.601594118,0,0,0.812429955761033,0.0969499109376183,50764.2288336846,0.742144174939032,40.5277094849132,55000,1.58926666666667,2218.9,1.91891891891892,0,0,"123483"
0.115110831576492,38807.4496462522,0,0,1,0,108864,0.225325884543762,NA,230871.428571429,2.15310204081633,2532.54716981132,3.2,0,0,"123544"
0.116642266289438,59079.0389756468,0,0,0.746772965897888,0.0583083299282706,74775.4917773559,0.881422971082701,27.6391935782993,304985.131147541,3.13945945945946,3463.95435684647,2.91525423728814,0,0,"123560"
0.134895503639651,196043.740958348,0,0,0.77846277923487,0.148457405380542,37371.0010882573,0.78170688437091,39.408538379471,NA,0.318,NA,NA,0,0,"123630"
0.0899305599007751,698358.638389001,0,0,0.912638739706409,0.0128893662728249,57078,0.494578523959426,27.8,NA,1.17433333333333,146717,NA,0,0,"123633"
0.134895529844912,715518.155211685,0,0,0.90713671539123,0.0154772141014617,38281,0.488228004956629,36.7,5500000,0.561666666666667,49212,NA,0,0,"123635"
0.19110190781185,227471.579825693,0,0,1,0,55656,0.319520174482007,NA,287500,0.304333333333333,4458.2,NA,0,0,"12394"
0.131436569532649,0,0,0,0.947169867803129,0,57162.932198708,0.845581347500562,41.8048357306395,125000,NA,NA,NA,0,0,"1242"
0.247308235108051,781910.930257608,0,0,0.914247919544159,0.0104717232236865,118198.668945985,0.833072933570172,27.868798602272,874965.384615385,0.234375,3319.14583333333,3.25,0,0,"124237"
0.129293247219053,0,0,0,0.941059198715275,0.0370054745436724,58750.5930112143,0.769267217205709,28.0160894707833,160966.978723404,NA,NA,NA,0,0,"1255"
0,0,0,0,0.339060710194731,0.607101947308133,NA,1,32,NA,NA,NA,NA,0,0,"125543"
0.891808885472663,492749.591916298,0,0,0.955644117286559,0.0158845689910852,87500.2426659643,0.817163301418891,33.685290028752,487757.080675422,0.508143584521385,3917.22529069767,3.38095238095238,0,0,"125553"
0.0954523625936137,81228.0825570341,0,0,0.942204863527826,0.0233105405036846,41165.5840153021,0.793307136304158,41.5588865686243,492622.651162791,0.352034188034188,1771.75438596491,2.6036036036036,0,0,"125788"
0.193912190527923,1966266.35569868,0,0,0.909302285278712,0.0415587959618881,95376.6161665707,0.795673301204759,34.726489812935,1549772.675,0.565703125,1940.60233918129,1.57926829268293,0,0,"125846"
0.0335739810491481,15149.7269171758,8116.09198961314,7033.63492756267,0.856482544943103,0.00898409836886576,93623.1945351181,0.854756647751646,23.9995566633339,938868.5,4.19289473684211,6103.02857142857,3.6,0,0,"125872"
0.264170358056095,944400.92453056,0,0,0.95347249394537,0.00581872781216884,66209.7508115877,0.636450641993723,28.5801258862317,1026620.24489796,0.405569620253165,3588.92134831461,3.09574468085106,0,0,"125883"
0,0,0,0,0.985645933014354,0.0143540669856459,108661,0.46551724137931,NA,NA,NA,NA,NA,0,0,"12607"
0,0,0,0,0.411764705882353,0.588235294117647,NA,1,NA,NA,NA,NA,NA,0,0,"126240"
0.112412871631393,90156.7947936029,73308.1184866853,20553.904033652,0.919755983106523,0,116125,0.858576642335766,9,502188.888888889,0.276511627906977,3416.3488372093,3.46341463414634,0,0,"126300"
0.0963539541728479,272848.780757121,168704.047827565,104144.732929556,0.999717658371565,0,19612.3356170892,0.743863003282803,38.25,439638.75,0.538,3134.16666666667,2.81818181818182,0,0,"126377"
0.00549574118709345,5756.25544858626,0,0,0.964735516372796,0.035264483627204,67750,0.970223325062035,NA,696300,2.49077777777778,7060,3.71428571428571,0,0,"126487"
0.754772066662245,359475.887601991,0,0,0.834836220904172,1.73519508442376e-06,104624.816265452,0.531695866866181,18.9000175578908,302820.921052632,0.148756862745098,2078.4641350211,2.23931623931624,0,1,"126546"
0.177017985568064,0,0,0,0.966883658106363,0.0011111853672774,77519.6204896144,0.472515970202189,22.963040219474,705610,NA,NA,NA,0,0,"1267"
0.367215375431188,850153.36362063,0,0,0.974051046634189,0,57620.2220907192,0.434609149502818,40.6924567946072,316744.74691358,0.30765690376569,1725.48850574713,2.05087209302326,0,0,"126764"
0.00335560835856394,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"126773"
0.387824143161497,566351.329134403,0,0,0.970802919708029,0,87589,0.443881245474294,NA,408169.677419355,0.880086956521739,1412.8253968254,2.28040540540541,0,0,"126816"
0.00385894963871369,0,0,0,0.477613720723994,0.259247754829254,30717,0.971826037240799,31.5,NA,NA,NA,NA,0,0,"126837"
0.000946634774798918,19.6016484971021,0,0,0.964380919679322,0.0192661421461443,88373.2483574917,0.440952787526514,32.8,NA,0.2,1776,NA,0,0,"126843"
0.0297091142950081,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"126860"
0.150508316787618,245199.3613873,0,0,0.942965747466571,0.0209002567553634,83977.4196948871,0.667969962572719,30.4025047261668,934191.824817518,4.24748743718593,3802.43051771117,2.86813186813187,0,0,"126861"
0.0224825834682829,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"126887"
0.238957659585785,50519.2189682893,30079.59273816,25002.0017293469,0.835699390956796,0.00652068208781202,70965.5301510604,0.942862446400934,46.8,233524.271428571,1.86685897435897,2853.4609375,2.90625,0,0,"126918"
0.404686522146678,366980.552738445,0,0,0.970762935828966,0.0286240064031407,108532.300827706,0.639148258987163,NA,484125.279279279,1.14919540229885,2016.33121019108,2.66666666666667,0,0,"127022"
2.1108407295502,1843334.31719635,0,0,0.646029717812939,0.257948811678787,66368.7196145051,0.776321865659995,35.2531519674541,566594.186575053,0.280433844055661,2392.02250084876,2.33583949602849,0,0,"127090"
0.170961271637229,0,0,0,0.910603829227962,0.0670598358409809,95851.3093253527,0.904937989570784,42.6249526716095,255751.720930233,NA,NA,NA,0,0,"1289"
0.0512103092069643,0,0,0,0.818023018733504,0.00339411902969904,106349.019685307,0.896887575235735,35.5,NA,NA,NA,NA,0,0,"1294"
0,0,0,0,0.826642335766423,0.0754257907542579,93000,0.847328244274809,41.9,NA,NA,NA,NA,0,0,"131241"
0,0,0,0,0.693408134642356,0.103786816269285,137563,0.873970345963756,28.4,NA,NA,NA,NA,0,0,"131829"
0,0,0,0,0.894736842105263,0,93733,1,NA,NA,NA,NA,NA,0,0,"132065"
0,0,0,0,0.620347394540943,0.011166253101737,83906,0.830028328611898,NA,NA,NA,NA,NA,0,0,"134741"
0,0,0,0,0.759994319289911,0.192171401829065,82766.3207571977,0.921249535285012,29.9251612028474,NA,NA,NA,NA,0,0,"134852"
0.0168619377200571,0,0,0,0.786516853932584,0.13868378812199,42132,0.843110504774898,31.1,NA,NA,NA,NA,0,0,"136250"
0.00219342225370834,87.6662567703734,8.38602763709699,79.2802291332764,0.904636920384952,0.031496062992126,75344,0.831530139103555,NA,NA,2.25,NA,2.5,0,0,"136438"
0,0,0,0,0.801385681293303,0.198614318706697,108364,0.664914586070959,NA,NA,NA,NA,NA,0,0,"13970"
0.00674477040560661,0,0,0,0.371059013742926,0.56911883589329,22614,0.735824742268041,24.4,695000,NA,NA,NA,0,0,"154"
0,0,0,0,0.682916307161346,0.212683347713546,81169,0.866053169734151,27.3,NA,NA,NA,NA,0,0,"2211807"
0,0,0,0,0.682916307161346,0.212683347713546,81169,0.866053169734151,27.3,NA,NA,NA,NA,0,0,"2218789"
0,0,0,0,0.743657042869641,0.201224846894138,NA,0.806146572104019,NA,NA,NA,NA,NA,0,0,"2219707"
0,0,0,0,0.682916307161346,0.212683347713546,81169,0.866053169734151,27.3,NA,NA,NA,NA,0,0,"2219824"
0,0,0,0,0.682916307161346,0.212683347713546,81169,0.866053169734151,27.3,NA,NA,NA,NA,0,0,"2222603"
0,0,0,0,0.915437561455261,0.0491642084562439,35250,0.643322475570033,14.8,NA,NA,NA,NA,0,0,"2225012"
0,0,0,0,0.915437561455261,0.0491642084562439,35250,0.643322475570033,14.8,NA,NA,NA,NA,0,0,"2225292"
0,0,0,0,0.702976018491765,0.208899162091881,81169,0.84796573875803,27.3,NA,NA,NA,NA,0,0,"2225509"
0,0,0,0,0.682916307161346,0.212683347713546,81169,0.866053169734151,27.3,NA,NA,NA,NA,0,0,"2229889"
0.0028103219027568,10.7477111097461,0,10.7477111097461,0.915437561455261,0.0491642084562439,35250,0.643322475570033,14.8,NA,NA,NA,NA,0,0,"2230734"
0,0,0,0,0.898520084566596,0.101479915433404,66289,1,22.5,NA,NA,NA,NA,0,0,"2230840"
0,0,0,0,0.743657042869641,0.201224846894138,NA,0.806146572104019,NA,NA,NA,NA,NA,0,0,"226673"
0,0,0,0,0.199175824175824,0.755494505494505,27708,0.459110473457676,NA,NA,NA,NA,NA,0,0,"229893"
0,0,0,0,0.980707395498392,0,59688,0.511210762331839,19.2,NA,NA,NA,NA,0,0,"231008"
0.0112412929378724,0,0,0,0.971643035863219,0.0133444537114262,47969,0.633587786259542,39.7,NA,NA,NA,NA,0,0,"2310182"
0,0,0,0,0.980707395498392,0,59688,0.511210762331839,19.2,NA,NA,NA,NA,0,0,"231025"
0,0,0,0,0.913416763282666,0.0347934584235714,56626.5057109388,0.546509484544075,20.0521057663391,NA,NA,NA,NA,0,0,"2310320"
0.0449651869458003,48313.8671891043,19529.1486380383,28784.718551066,0.976764199655766,0.00172117039586919,51471,0.568443051201672,29,NA,1.61,2662,3,0,0,"231037"
0,0,0,0,0.980707395498392,0,59688,0.511210762331839,19.2,NA,NA,NA,NA,0,0,"231040"
0.179860890598724,0,0,0,0.960624071322437,0,37250,0.704545454545455,37.8,NA,NA,NA,NA,0,0,"231042"
0,0,0,0,1,0,67614,0.407590759075908,NA,NA,NA,NA,NA,0,0,"2310585"
0.0299768144910111,276426.272164831,111245.682306015,165180.589858816,0.976023976023976,0.000999000999000999,54471,0.426548672566372,23.7,NA,7.37,NA,NA,0,0,"2310680"
0,17692.0734638415,9023.50737559588,8668.56608824557,0.976764199655766,0.00172117039586919,51471,0.568443051201672,29,NA,6.85,1563,2,0,0,"2310756"
0,0,0,0,0.925595238095238,0.0109126984126984,49130,0.59304084720121,29.2,NA,NA,NA,NA,0,0,"2310919"
0,0,0,0,0.980707395498392,0,59688,0.511210762331839,19.2,NA,NA,NA,NA,0,0,"231095"
0,0,0,0,0.851250845165652,0.0669371196754564,52143,0.581162324649299,21.3,NA,NA,NA,NA,0,0,"2311028"
0,0,0,0,0.925595238095238,0.0109126984126984,49130,0.59304084720121,29.2,NA,NA,NA,NA,0,0,"2311087"
0.0149883772383211,0,0,0,0.925595238095238,0.0109126984126984,49130,0.59304084720121,29.2,NA,NA,NA,NA,0,0,"2311112"
0,30382.0316525494,21930.5175197918,8451.51413275757,0.964668094218415,0,69412,0.458333333333333,25.6,NA,21,NA,NA,0,0,"2311153"
0,0,0,0,0.937758101964067,0.00821700672885761,32566.7539540406,0.72688497890194,31.6824564685379,NA,NA,NA,NA,0,0,"2311282"
0,0,0,0,0.968102073365231,0.000797448165869219,44360.5,0.631901840490798,33.4,NA,NA,NA,NA,0,0,"2311475"
0,0,0,0,0.973434748440842,0.00927788139439406,49219.3093263852,0.604408863554507,35.8798087400568,NA,NA,NA,NA,0,0,"2311500"
0.0674477313558079,0,0,0,0.980707395498392,0,59688,0.511210762331839,19.2,NA,NA,NA,NA,0,0,"2311512"
0.0674476420716633,298338.821474516,127644.494449342,170694.327025174,0.971657267134607,0.0144540357319831,138825.339795187,0.912731734107553,22.5,NA,2.5,14158,3,0,0,"2311537"
0,0,0,0,0.960624071322437,0,37250,0.704545454545455,37.8,NA,NA,NA,NA,0,0,"2311653"
0,0,0,0,0.954022988505747,0,51250,0.584323040380047,34.6,NA,NA,NA,NA,0,0,"2311706"
0.0786890604971587,452316.374727971,219174.61960084,233141.755127131,0.975392670157068,0,102879.5,0.821621621621622,43.65,NA,0.704615384615385,4313.66666666667,2.75,0,0,"2312102"
0,0,0,0,0.972435976204423,0.0115447514149358,48525.7562894915,0.619489150431187,37.9988885500972,NA,NA,NA,NA,0,0,"2312177"
0.0224825662234438,11614.72781245,6152.9311107555,5461.79670169449,0.954128440366973,0.000834028356964137,51667,0.610404624277457,23.1,NA,3.5,NA,NA,0,0,"2312284"
0.0899302896153493,50068.545537652,27295.442187644,22773.103350008,0.99109131403118,0,74375,0.343416370106762,25.3,NA,11.5285714285714,NA,NA,0,1,"2312367"
0.0149883830103481,2182.37879622673,2182.37879622673,0,0.960624071322437,0,37250,0.704545454545455,37.8,NA,14.6,NA,NA,0,0,"2312447"
0.0899303236553505,0,0,0,0.960624071322437,0,37250,0.704545454545455,37.8,NA,NA,NA,NA,0,0,"231249"
0.0674477230784809,0,0,0,0.954128440366973,0.000834028356964137,51667,0.610404624277457,23.1,NA,NA,NA,NA,0,0,"2312618"
0,0,0,0,0.871698113207547,0.0924528301886792,34279,0.777777777777778,51,NA,NA,NA,NA,0,0,"2312661"
0,0,0,0,0.954128440366973,0.000834028356964137,51667,0.610404624277457,23.1,NA,NA,NA,NA,0,0,"2312676"
0.0899303468354318,32350.2419423858,11555.0915893486,20795.1503530372,0.960624071322437,0,37250,0.704545454545455,37.8,NA,2.14,1607,3.5,0,0,"231284"
0.0224825639345666,0,0,0,0.980707395498392,0,59688,0.511210762331839,19.2,NA,NA,NA,NA,0,0,"2313084"
0,0,0,0,0.97592212426768,0.00163137214896986,50825.8752253051,0.573867703108694,29.3992052610446,NA,NA,NA,NA,0,0,"2313088"
0,0,0,0,0.925595238095238,0.0109126984126984,49130,0.59304084720121,29.2,NA,NA,NA,NA,0,0,"2313176"
0.0449651879336398,0,0,0,0.851250845165652,0.0669371196754564,52143,0.581162324649299,21.3,NA,NA,NA,NA,0,0,"231322"
0,0,0,0,0.980707395498392,0,59688,0.511210762331839,19.2,NA,NA,NA,NA,0,0,"2313370"
0.0149883819037771,0,0,0,0.954128440366973,0.000834028356964137,51667,0.610404624277457,23.1,NA,NA,NA,NA,0,0,"2313584"
0,0,0,0,0.899618099830475,0.00968189259397191,71249.3394160472,0.751630163174867,30.6850673853505,NA,NA,NA,NA,0,0,"2313653"
0,0,0,0,0.960624071322437,0,37250,0.704545454545455,37.8,NA,NA,NA,NA,0,0,"2313671"
0,0,0,0,0.954128440366973,0.000834028356964137,51667,0.610404624277457,23.1,NA,NA,NA,NA,0,0,"2313683"
0,0,0,0,0.980707395498392,0,59688,0.511210762331839,19.2,NA,NA,NA,NA,0,0,"2313835"
0,3367.45498987734,994.694896326998,2372.76009355034,0.980707395498392,0,59688,0.511210762331839,19.2,NA,55.215,NA,NA,0,0,"2313956"
0,0,0,0,0.931714576656687,0.00489663982697032,50307.7395110037,0.725552676422815,49.1492784303663,NA,NA,NA,NA,0,0,"2314039"
0.0449651498409013,0,0,0,1,0,67614,0.407590759075908,NA,NA,NA,NA,NA,0,0,"2314181"
0,0,0,0,1,0,67614,0.407590759075908,NA,NA,NA,NA,NA,0,0,"2314411"
0,0,0,0,0.91407008358127,0.034455651036447,56663.2030913462,0.54615604887068,20.0418917837207,NA,NA,NA,NA,0,0,"2314940"
