regin_d,dstnc_b,white,black,hispanic,bagrad,median_hh_income,own_occupied,rent_occupied,occupied,median_rent,median_rent_inc_pct,region_id,trt,buffer_500,buffer_1000,buffer_1500,buffer_2000,overlap_weights_full_sample,total_land_assessed_value,total_improvement_assessed_value,total_assessed_value,avg_lot_size,avg_year_built,avg_effective_year_built,avg_sqfeet,avg_bedrooms,property_count,no_of_buildings,total_nlcd_area_m2,water_m2,total_nlcd_area_acre,total_improvement_assessed_value_per_acre,total_assessed_value_per_acre,total_land_assessed_value_per_acre,property_count_per_acre,no_of_buildings_per_acre,avg_log_land_assessed_value,avg_log_improvement_assessed_value,avg_log_assessed_value,avg_log_improvement_assessed_value_per_acre,avg_log_assessed_value_per_acre,avg_log_land_assessed_value_per_acre,no_buildings,no_buildings_per_area,overlap_weights_zsample.x,avg_log_sales_price_amount,total_sales_price_amount,avg_sales_price_amount,sales_count,avg_log_sales_price_amount_per_acre,total_sales_price_amount_per_acre,sales_count_per_acre,overlap_weights_zsample.y,tot_BldgClaim_bldg_weighted,tot_BldgCoverage_bldg_weighted,tot_BldgClmCount_bldg_weighted,tot_policyCount_bldg_weighted,tot_area,tot_bldg,tot_claims_per_policy,tot_claims_per_1000_coverage,tot_claims_per_acre,tot_claims_per_bldg,tot_no_policies_per_bldg,tot_bldg_per_acre,tot_coverage_per_bldg,tot_coverage_per_acre,barrier,barrier_type
2315778,1000,0.9204994451224903,1.4671601366128358e-4,0.07904794369141634,0.28222627994470556,54596.58102897006,0.6360842404787131,0.20687340979251018,0.8429576502712234,943.7904391167631,27.361279817281243,2315778,0,0,0,1,0,0.002053556,5121647,8798842,13920489,7.042,1972.125,NA,3143.212121212121,2.65,60,58,2417382.352941177,608488.2352941176,446.9958254117648,19684.394125816856,31142.32439906276,11457.930273245904,0.13422944150480387,0.12975512678797707,11.163430401025296,11.126954620571802,12.200715820434972,0.02489274840614416,0.02729492117559685,0.02497435046678956,126,0.2818818271600881,0.00227030063045162,12.082259149178428,363100,181550,26,0.02702991496184211,812.3118368399047,0.05816609131874834,0.00227030063045162,0,0,0,0,458656.4728945795,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2315778,1500,0.9575682794106355,0.006956329405750261,0.013798972175253055,0.17341807893012845,55127.00567929933,0.8130891936506218,0.06279821824029112,0.8758874118909129,1088.702483210429,31.67828267974703,2315778,0,0,0,0,1,0.002053556,2267800,2096800,4364600,4.923333333333333,1974.111111111111,NA,3507.4,2.2222222222222223,12,11,2947620.000000002,1023282.3529411764,475.5230759647063,4409.4600367104495,9178.524072980936,4769.064036270487,0.02523536839017808,0.0231324210243299,11.655129409846325,11.97727872819337,12.673078382930264,0.02518758675148361,0.02665081680257062,0.0245101236910559,27,0.05677957887790068,0.00227030063045162,NA,0,NA,10,NA,0,0.02102947365848173,0.00227030063045162,0,0,0,0,682165.3399972835,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2315799,0,0.9614082599864591,6.770480704129993e-4,0.004062288422477996,0.24373730534867977,57784,0.5617408906882592,0.10121457489878542,0.6629554655870445,1061,19.6,2315799,0,1,0,0,0,0.002839187,7670670,4503500,12174170,6.829,NA,NA,NA,NA,30,30,1921729.4117647056,477187.05882352905,356.96086083529406,12616.22909991235,34105.05558371932,21488.826483806966,0.08404282735591663,0.08404282735591663,12.056994441751248,10.947239197107356,12.665151719463946,0.03066789779554723,0.03548050531317997,0.03377679674331155,39,0.1092556755626916,0.00299935779840885,NA,0,NA,21,NA,0,0.05882997914914164,0.00299935779840885,0,0,0,0,572429.102460787,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2315799,500,0.9614082599864591,6.770480704129993e-4,0.004062288422477996,0.24373730534867977,57784,0.5617408906882592,0.10121457489878542,0.6629554655870445,1061,19.6,2315799,0,0,1,0,0,0.002839187,10587380,9114600,19701980,8.187692307692307,NA,NA,NA,NA,52,52,3430069.411764704,668689.4117647059,682.3646117999995,13357.374990412723,28873.09754828645,15515.722557873729,0.07620559316936143,0.07620559316936143,11.654750015541891,11.0647126657765,12.450249353211,0.01621524984507777,0.01824574302053658,0.01707994496490373,77,0.11284289757770828,0.00299935779840885,13.34550852871726,625000,625000,42,0.01955773833803212,915.932610208671,0.06155067140602269,0.00299935779840885,0,0,0,0,770305.2718716608,3,NA,NA,0,0,0,0.01576043005412166,0,0,0,NA
2315799,1000,0.9745384468754417,4.2398407827631715e-4,0.002543904469657903,0.27981502830038385,63973.64410631159,0.5502562558086657,0.08655962580986218,0.636815881618528,1106.8844866962045,25.443778966026045,2315799,0,0,0,1,0,0.002839187,16967740,12524310,29492050,6.2993749999999995,2017,NA,1994,3,96,95,4577435.294117655,1490932.94117647,762.7055964352961,16420.89694704698,38667.67221564756,22246.77526860058,0.12586770104832204,0.124556579162402,11.47229399908654,10.426189812117691,12.240568510608163,0.01367000564942386,0.0160488772703618,0.01504157574391128,101,0.1324233104779221,0.00299935779840885,11.513977672452606,213154,106577,63,0.01509622812034707,279.4708744713962,0.08260067881296133,0.00299935779840885,0,0,0,0,1454599.857504434,3,NA,NA,0,0,0,0.00834617320703091,0,0,0,NA
2315799,1500,0.9762817013312002,3.9604225419969844e-4,0.0023762535251981905,0.2882688292245538,68389.34192184395,0.5330571632422914,0.07897531230582883,0.6120324755481202,1082.8283451736208,24.136898598043246,2315799,0,0,0,0,1,0.002839187,8854590,9069040,17923630,7.099,1961,NA,2203,2,50,49,4975372.941176491,1885478.8235294153,763.5437354117688,11877.564544628462,23474.267640129387,11596.703095500929,0.0654841336273104,0.06417445095476419,11.331706288431286,11.095484319624354,12.393413295902118,0.01453156355692016,0.01623143864734679,0.01484093937634135,72,0.09429715242332697,0.00299935779840885,NA,0,NA,38,NA,0,0.0497679415567559,0.00299935779840885,0,0,0,0,1172604.1875108655,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316154,0,0.980343926727829,0,0.008737598226821904,0.2918928954231084,63857.63852350462,0.5781956336654082,0.08003944728557028,0.6582350809509785,1107.6213219784172,38.26265612281605,2316154,0,1,0,0,0,4.74e-4,4144730,7271190,11415920,3.3336,1979.3265306122448,NA,2780.8541666666665,2.723404255319149,52,51,1267701.1764705891,67574.11764705877,296.56339750588256,24518.163944543325,38494.02891930909,13975.864974765762,0.1753419351050176,0.1719699748145365,10.70177619663813,11.39273254390666,12.10834956199702,0.03841584173812507,0.04082887390631826,0.03608596437267971,195,0.657532256643816,4.564883001705116e-4,NA,0,NA,37,NA,0,0.12476253074780098,4.564883001705116e-4,0,0,0,0,133892.00563640654,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316154,500,0.9821178812637466,0,0.008303449893460052,0.27282553785930447,65155.995195759264,0.5698227498862201,0.10766662642146174,0.6774893763076818,1105.0376635818172,35.86354475454445,2316154,0,0,1,0,0,4.74e-4,2924630,3976290,6900920,5.716333333333333,1941.875,NA,3633.36,3,30,27,2100123.5294117676,31595.29411764706,511.1540122235301,7779.044876715453,13500.66679508366,5721.621918368206,0.05869072585285872,0.05282165326757285,11.217238695639423,10.386422351176655,12.124000604830016,0.02031955556016378,0.02371887985793239,0.02194492937039506,87,0.17020310497329028,4.564883001705116e-4,NA,0,NA,19,NA,0,0.03717079304014385,4.564883001705116e-4,0,0,0,0,183194.81099430248,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316154,1000,0.9873892616275509,0,0.00557054899710529,0.21690327683387553,67033.75103760985,0.5140133221704732,0.16925932763299154,0.6832726498034648,1099.7553895433139,30.95857600450578,2316154,0,0,0,1,0,4.74e-4,5885670,13395370,19281040,2.966666666666667,1944.4,NA,3740.3030303030305,3.295081967213114,70,70,2937049.411764707,457524.7058823533,612.7153500705883,21862.305226165423,31468.18501899571,9605.879792830288,0.1142455464710254,0.1142455464710254,10.77671654309333,11.869816407682116,12.275245296881272,0.01937248088580553,0.02003417295725836,0.01758845529470053,274,0.44718971047229944,4.564883001705116e-4,NA,0,NA,58,NA,0,0.09466059564742103,4.564883001705116e-4,1018.0115151515153,30303.030303030304,0.06060606060606061,7.272727272727273,283185.3415274418,4,139.9765833333333,33.59438,14.547608351138615,254.5028787878788,1.8181818181818183,0.05716087935988988,7575.757575757576,433.03696484765067,0,NA
2316154,1500,0.9811737160916078,0.003538194615323315,0.007537408617803798,0.25443690658216345,67187.82879101697,0.5415434724417243,0.14585167258151455,0.6873951450232388,1054.61533208645,37.40659598825081,2316154,0,0,0,0,1,4.74e-4,388900,1132700,1521600,3.43875,1958,NA,3862,2.875,9,9,3791283.529411769,975335.2941176464,695.8489684235307,1627.7957594248794,2186.681405085986,558.8856456611068,0.0129338411184108,0.0129338411184108,9.512029932541994,11.372212964913704,11.738174052826766,0.01634293285032503,0.01686885313550151,0.01366967598456288,43,0.0617950186768516,4.564883001705116e-4,NA,0,NA,4,NA,0,0.0057483738304048,4.564883001705116e-4,0,0,0,0,282559.08176411345,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316222,0,0.9950454170107349,0.00495458298926507,0.006606110652353427,0.34021469859620146,54028,0.39567747298420614,0.08146300914380715,0.4771404821280133,388,32.6,2316222,0,1,0,0,0,0.005945595,1412000,1605600,3017600,5.217894736842105,1981.090909090909,NA,1584.75,NA,20,20,1921489.411764704,1111510.5882352944,200.15386708235235,8021.828523249983,15076.401190682082,7054.572667432098,0.09992312560102122,0.09992312560102122,10.232557961964602,10.17964942997207,11.394592669749905,0.05085911942827316,0.05692916572559477,0.05112345872265593,18,0.0899308130409191,0.00736938362905402,NA,0,NA,8,NA,0,0.03996925024040849,0.00736938362905402,0,0,0,0,775438.5045686493,0,NA,NA,0,NA,NA,0,NA,0,1,barrier
2316222,500,0.9950454170107349,0.00495458298926507,0.006606110652353427,0.34021469859620146,54028,0.39567747298420614,0.08146300914380715,0.4771404821280133,388,32.6,2316222,0,0,1,0,0,0.005945595,1118410,1860700,2979110,13.533333333333331,1979.571428571429,NA,1456.9444444444443,NA,18,18,3430432.9411764736,2009068.2352941197,351.23343247058847,5297.6164225363455,8481.852023723466,3184.23560118712,0.0512479688319741,0.0512479688319741,10.74948328409987,11.191572927987384,11.775087565535948,0.03186363225523681,0.03352496225290845,0.03060495468352093,19,0.05409507821152822,0.00736938362905402,NA,0,NA,6,NA,0,0.0170826562773247,0.00736938362905402,0,0,0,0,972928.3184506446,0,NA,NA,0,NA,NA,0,NA,0,1,barrier
2316222,1000,0.9950454170107349,0.00495458298926507,0.006606110652353427,0.34021469859620146,54028,0.39567747298420614,0.08146300914380715,0.4771404821280133,388,32.6,2316222,0,0,0,1,0,0.005945595,917000,1447200,2364200,7.109375,1980.1666666666667,NA,1548,NA,16,16,4973968.235294112,3370545.8823529445,396.2216976352919,3652.5006294130226,5966.861517453198,2314.3608880401753,0.04038143316100633,0.04038143316100633,10.526394365170402,10.496671279929298,11.593565069975266,0.02649191435646998,0.02926029831068649,0.02656693065522014,27,0.06814366845919818,0.00736938362905402,11.952637398473575,155225,155225,5,0.03016653926276283,391.76299765107547,0.01261919786281447,0.00736938362905402,0,0,0,0,990078.3588699582,0,NA,NA,0,NA,NA,0,NA,0,1,barrier
2316222,1500,0.9950454170107349,0.00495458298926507,0.006606110652353427,0.34021469859620146,54028,0.39567747298420614,0.08146300914380715,0.4771404821280133,388,32.6,2316222,0,0,0,0,1,0.005945595,1799563,2375200,4174763,7.252083333333333,1970.952380952381,NA,1697.8333333333333,NA,26,26,6516257.6470588595,3420165.8823529477,765.0752359764778,3104.53127785334,5456.669885114871,2352.138607261531,0.03398358589768728,0.03398358589768728,10.251888945795775,11.144133617222206,11.802790290510176,0.01456606238600674,0.0154269668334593,0.01339984417703851,33,0.04313301287014155,0.00736938362905402,NA,0,NA,14,NA,0,0.01829885394490853,0.00736938362905402,0,0,0,0,1264037.796282141,2,NA,NA,0,0,0,0.00640294269330782,0,0,1,barrier
2316461,0,1,0,0,0.37936384794414274,47646,0.575,0.112,0.687,1013,17.9,2316461,0,1,0,0,0,0.002313332,4241223,7148250,11389473,5.4021621621621625,1979.9444444444443,NA,3859.472222222222,2.9375,39,39,1751004.7058823528,377929.4117647058,339.3006359294117,21067.599771569912,33567.496768174264,12499.896996604351,0.11494231330622552,0.11494231330622552,11.130252185584084,11.773804318610672,12.363859218510129,0.03470021294348561,0.03643924564020655,0.03280351112545403,130,0.383141044354085,0.00254505434989854,13.76421831620775,950000,950000,28,0.04056643831068818,2799.876862587545,0.08252268647626447,0.00254505434989854,0,0,0,0,495339.1148017043,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316461,500,0.9994794906505037,5.2050934949623e-4,0,0.2935565289207126,63328.194355616244,0.6175915091679943,0.0677715099316937,0.6853630190996881,1013,17.9,2316461,0,0,1,0,0,0.002313332,4037809,7655880,11693689,5.798913043478261,1969.575,NA,3463.279069767442,2.75,47,46,1744196.470588235,21377.647058823535,425.7257594823528,17983.126060562823,27467.656676961607,9484.530616398784,0.1103997090924169,0.10805077911172718,10.890156535832856,11.4808313163373,12.1870059037889,0.02696766888218612,0.02862642354225238,0.02558021518142191,167,0.39227130677518346,0.00254505434989854,12.206077645517674,200000,200000,38,0.02867122172818307,469.78599613794427,0.08925933926620941,0.00254505434989854,0,0,0,0,78609.1090548885,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316461,1000,0.9993565768132986,6.434231867012404e-4,0,0.27329386341498824,66652.78643615065,0.630844150129822,0.05400951110589284,0.6848536612357149,1013.0000000000001,17.9,2316461,0,0,0,1,0,0.002313332,1285467,2497195,3782662,4.238148148148148,1959.1818181818185,NA,2960.4545454545455,2.7,27,22,1438725.8823529389,0,355.5235527882347,7023.993151552009,10639.694530317429,3615.7013787654178,0.0759443355812839,0.06188056973289799,10.642040999889202,9.20347179821173,11.49012718554911,0.02588709447245459,0.03231889166114721,0.02993343455427287,46,0.12938664580515036,0.00254505434989854,10.714439990727769,45000,45000,24,0.03013707504523548,126.57389263547316,0.06750607607225236,0.00254505434989854,0,0,0,0,4108.871746989657,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316461,1500,0.9998266066376292,1.7339336237082322e-4,0,0.3507795015228952,53181.49978478305,0.5872146302580344,0.0993159072404631,0.6865305374984976,1013,17.9,2316461,0,0,0,0,1,0.002313332,91120,236268,327388,1.5333333333333334,1963.3333333333333,NA,1698,2,3,3,1124265.882352944,214009.41176470573,224.93347644705952,1050.3905587197385,1455.4881077341738,405.0975490144352,0.01333727663568158,0.01333727663568158,10.714863180425432,11.6114238321918,11.958476895842734,0.05162159059469599,0.05316450483375376,0.04763569811693765,1,0.00444575887856052,0.00254505434989854,12.847929163278051,380000,380000,6,0.05711879514876012,1689.3883738530003,0.02667455327136316,0.00254505434989854,0,0,0,0,264520.80584917497,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316505,0,0.9630723781388478,0,0.01772525849335303,0.3663220088626292,50625,0.37218045112781956,0.03258145363408521,0.40476190476190477,958,32.5,2316505,0,1,0,0,0,0.00403592,7518700,5070700,12589400,4.144761904761904,1966.7368421052631,NA,1003.2105263157896,2.533333333333333,21,21,1672612.9411764676,1204831.7647058812,115.5934065176466,43866.68887750014,108911.05625542832,65044.36737792816,0.1816712616458286,0.1816712616458286,12.561252629790946,11.255173647006425,13.070449944750523,0.097368647452120885,0.11307262532102276,0.10866755300505251,39,0.3373894859136816,0.00489595833842561,NA,0,NA,9,NA,0,0.07785911213392653,0.00489595833842561,0,0,0,0,486745.42485567625,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316505,500,0.9630723781388478,0,0.01772525849335303,0.3663220088626292,50625,0.37218045112781956,0.03258145363408521,0.40476190476190477,958,32.5,2316505,0,0,1,0,0,0.00403592,6312900,3954600,10267500,9.315,1993.7777777777776,NA,1184.7777777777778,3.5,10,10,3216081.1764705926,2594848.235294121,153.51287209411794,25760.706226481485,66883.64213331277,41122.93590683128,0.06514111724695668,0.06514111724695668,13.338394338309875,11.346302934917157,13.75894050983215,0.0739110849802927,0.08962727569448779,0.08688779094779867,17,0.11073989931982636,0.00489595833842561,NA,0,NA,5,NA,0,0.03257055862347834,0.00489595833842561,0,0,0,0,443995.7444374508,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316505,1000,0.9630723781388478,0,0.01772525849335303,0.3663220088626292,50625,0.37218045112781956,0.03258145363408521,0.40476190476190477,958,32.5,2316505,0,0,0,1,0,0.00403592,4543300,1344500,5887800,17.579090909090908,1951.625,NA,818.7777777777778,2.625,11,11,4367008.235294123,3254572.941176475,274.893885529412,4890.978194770166,21418.446571340857,16527.46837657069,0.04001544079023564,0.04001544079023564,12.40168893234656,11.341706554411138,12.864614781390706,0.04125848973529694,0.04679847555217546,0.04511445901556676,35,0.12732185705984067,0.00489595833842561,NA,0,NA,8,NA,0,0.02910213875653501,0.00489595833842561,0,0,0,0,740801.4316977931,1,NA,NA,0,0,0,0.00546270648615012,0,0,0,NA
2316505,1500,0.9630723781388478,0,0.01772525849335303,0.3663220088626292,50625,0.37218045112781956,0.03258145363408521,0.40476190476190477,958,32.5,2316505,0,0,0,0,1,0.00403592,4889300,1048000,5937300,10.58875,1977,NA,1084.857142857143,2.6666666666666665,8,8,4699694.11764708,3712750.5882353066,243.88361555294327,4297.131636432116,24344.808840637783,20047.67720420567,0.03280253157581767,0.03280253157581767,13.277436403301335,10.22429658163839,13.49767077045556,0.04192285143246475,0.05534472145598247,0.05444169085815038,49,0.20091550590188328,0.00489595833842561,NA,0,NA,3,NA,0,0.01230094934093162,0.00489595833842561,0,0,0,0,343873.0473449591,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316543,0,0.9606240713224369,0,0.002228826151560178,0.1352154531946508,37250,0.6363636363636364,0.06818181818181818,0.7045454545454546,703,37.8,2316543,0,1,0,0,0,5.86e-4,488900,653400,1142300,11.915,1987.428571428571,NA,1333.8333333333333,2.75,10,10,960847.0588235292,14590.588235294115,233.82943644705875,2794.344501394443,4885.184762691877,2090.8402612974337,0.04276621520346561,0.04276621520346561,10.594640535372108,10.532492721620622,11.520815878897356,0.04504348503617628,0.04927016911964281,0.04530926771390837,120,0.5131945824415873,6.760639513819778e-4,NA,0,NA,2,NA,0,0.00855324304069312,6.760639513819778e-4,0,0,0,0,33163.991398472455,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316543,500,0.9606240713224369,0,0.002228826151560178,0.1352154531946508,37250,0.6363636363636364,0.06818181818181818,0.7045454545454546,703,37.8,2316543,0,0,1,0,0,5.86e-4,165500,328300,493800,5.13875,1979,NA,977.125,2.6666666666666665,8,8,1039164.705882351,7200,255.00879847058775,1287.4065599656772,1936.4037749346676,648.9972149689904,0.03137146658460377,0.03137146658460377,9.929445071244544,10.27330302811173,10.911986997393017,0.04028607283248948,0.04279062943254322,0.03893765678202585,49,0.19215023283069807,6.760639513819778e-4,NA,0,NA,2,NA,0,0.00784286664615094,6.760639513819778e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
2316543,1000,0.9606240713224369,0,0.002228826151560178,0.1352154531946508,37250,0.6363636363636364,0.06818181818181818,0.7045454545454546,703,37.8,2316543,0,0,0,1,0,5.86e-4,115500,133000,248500,80.975,1900,NA,1470,2,4,4,1175756.4705882352,0,290.54118144705876,457.7664320685456,855.3004388649141,397.53400679636854,0.01376741149078332,0.01376741149078332,10.14175352417312,5.552440338076004,10.942760763174157,0.0191106827280791,0.03766337256795419,0.03490642350134833,9,0.03097667585426248,6.760639513819778e-4,NA,0,NA,3,NA,0,0.01032555861808749,6.760639513819778e-4,0,0,0,0,92518.14794221998,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316543,1500,0.9606240713224369,0,0.002228826151560178,0.1352154531946508,37250,0.6363636363636364,0.06818181818181818,0.7045454545454546,703,37.8,2316543,0,0,0,0,1,5.86e-4,466000,1380200,1846200,9.730434782608697,1977.6,NA,1528.4736842105262,3.1666666666666665,25,25,1500917.6470588224,0,370.8917597647056,3721.301332970033,4977.732590153075,1256.4312571830426,0.06740511036389712,0.06740511036389712,9.291633181630065,9.386054980783872,10.779552417792004,0.02530672287445372,0.02906387681578736,0.02505214240274492,46,0.1240254030695707,6.760639513819778e-4,NA,0,NA,18,NA,0,0.04853167946200593,6.760639513819778e-4,0,0,0,0,110800.63086929402,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316650,0,0.9725259033065535,0.0012692018579164087,0.012008092472846267,0.13704287756362704,48127.10934535277,0.44031862855749665,0.15693748873270708,0.5972561172902037,431.4738191688184,31.069210165311553,2316650,0,1,0,0,0,0.001486303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,578748.973551745,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316650,500,0.9711073249709524,0.0011179257970925169,0.010842502556943903,0.13682506700948388,46951.57078275179,0.4596020648676194,0.14820727754608637,0.6078093424137058,460.81888560038783,31.796637164178627,2316650,0,0,1,0,0,0.001486303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,531704.2689723594,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316650,1000,0.9606240713224369,0,0.002228826151560178,0.1352154531946508,37250,0.6363636363636364,0.06818181818181818,0.7045454545454546,703,37.8,2316650,0,0,0,1,0,0.001486303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,415502.51993908687,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2316650,1500,0.9606240713224369,0,0.002228826151560178,0.1352154531946508,37250,0.6363636363636364,0.06818181818181818,0.7045454545454546,703,37.8,2316650,0,0,0,0,1,0.001486303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,165108.57273722588,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2317099,0,0.9541284403669725,8.340283569641367e-4,0.003336113427856547,0.17597998331943285,51667,0.5410404624277456,0.06936416184971098,0.6104046242774567,863,23.1,2317099,0,1,0,0,0,0.001741398,1804200,1367000,3171200,4.6352631578947365,1995.1,NA,NA,2.4,19,19,1630598.8235294104,468670.58823529386,287.12408622352916,4761.007750968603,11044.702106709316,6283.694355740713,0.06617348007930027,0.06617348007930027,11.336623543101966,7.607013146504386,11.846185580453378,0.02649381752174648,0.04125806976441188,0.03948335958926233,41,0.14279540438164795,0.0018681634327593,NA,0,NA,9,NA,0,0.03134533266914223,0.0018681634327593,0,0,0,0,598346.1046716825,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2317099,500,0.9541284403669725,8.340283569641367e-4,0.003336113427856547,0.17597998331943285,51667,0.5410404624277456,0.06936416184971098,0.6104046242774567,863,23.1,2317099,0,0,1,0,0,0.001741398,786000,1303600,2089600,20.912307692307692,1982,NA,NA,2.5,14,14,1530434.1176470583,369119.9999999998,286.9723316117646,4542.598210351503,7281.538217513425,2738.940007161922,0.04878519096726069,0.04878519096726069,9.852628318330927,10.728723748155112,11.425337668328014,0.03738591692062372,0.03981337714391565,0.03433302528851535,56,0.1951407638690428,0.0018681634327593,NA,0,NA,12,NA,0,0.04181587797193774,0.0018681634327593,0,0,0,0,403194.2725857767,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2317099,1000,0.9541284403669725,8.340283569641367e-4,0.003336113427856547,0.17597998331943285,51667,0.5410404624277456,0.06936416184971098,0.6104046242774567,863,23.1,2317099,0,0,0,1,0,0.001741398,109100,365000,474100,54.5,1969,NA,NA,3,2,2,528479.9999999997,9052.941176470587,128.35562050588226,2843.661995956561,3693.644252830152,849.9822568735912,0.01558170956688526,0.01558170956688526,10.851601552566464,12.112416274514434,12.368253261072082,0.09436607627134916,0.09635926508185336,0.08454325186382593,NA,NA,0.0018681634327593,NA,0,NA,1,NA,0,0.00779085478344263,0.0018681634327593,0,0,0,0,9309.07943686843,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2317099,1500,0.9541284403669725,8.340283569641367e-4,0.003336113427856547,0.17597998331943285,51667,0.5410404624277456,0.06936416184971098,0.6104046242774567,863,23.1,2317099,0,0,0,0,1,0.001741398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
2317304,0,0.9606240713224369,0,0.002228826151560178,0.1352154531946508,37250,0.6363636363636364,0.06818181818181818,0.7045454545454546,703,37.8,2317304,0,1,0,0,0,0.001689515,2458200,2905900,5364100,1.197142857142857,1949.2692307692307,NA,1372.4814814814815,2.789473684210526,36,36,1052915.294117646,382983.52941176464,165.54683837647036,17553.340362753937,32402.31014138422,14848.96977863028,0.2174611146492109,0.2174611146492109,10.58886433505915,10.098298032744587,11.617412231221342,0.06099964295168253,0.07017598369835469,0.06396295114364549,180,1.087305573246054,0.0020168112405035,11.561725152903833,105000,105000,23,0.06983960108384125,634.2615843935316,0.1389334899147736,0.0020168112405035,0,0,0,0,548789.314504433,24,NA,NA,0,0,0,0.176976366511326,0,0,0,NA
2317304,500,0.9606240713224369,0,0.002228826151560178,0.1352154531946508,37250,0.6363636363636364,0.06818181818181818,0.7045454545454546,703,37.8,2317304,0,0,1,0,0,0.001689515,1057600,1004100,2061700,13.41,1965.75,NA,1426.857142857143,3,11,11,868041.176470589,86643.5294117647,193.09117256470608,5200.134147321105,10677.339479665294,5477.205332344189,0.05696790720100802,0.05696790720100802,11.207674100033335,11.10682592914339,11.957885383956157,0.05752114807538093,0.06192870044304585,0.05804343073362181,28,0.14500921832983857,0.0020168112405035,12.608202196848836,299000,299000,8,0.06529662661105727,1548.4912957364909,0.04143120523709674,0.0020168112405035,0,0,0,0,89403.29709510226,3,NA,NA,0,0,0,0.1357930048680449,0,0,0,NA
2317304,1000,0.9606240713224369,0,0.002228826151560178,0.1352154531946508,37250,0.6363636363636364,0.06818181818181818,0.7045454545454546,703,37.8,2317304,0,0,0,1,0,0.001689515,1762400,757600,2520000,8.691,1951.428571428571,NA,862.1428571428571,2,10,9,732818.8235294122,71936.47058823527,163.3106382352942,4639.011935698074,15430.715520009431,10791.70358431136,0.06123299809527553,0.05510969828574797,11.766082267170248,9.644872053641471,12.13134478242696,0.05905844320898044,0.07428386119554808,0.07204724930544909,13,0.07960289752385818,0.0020168112405035,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,121028.60006815064,0,NA,NA,0,NA,NA,0,NA,0,0,NA
2317304,1500,0.9606240713224369,0,0.002228826151560178,0.1352154531946508,37250,0.6363636363636364,0.06818181818181818,0.7045454545454546,703,37.8,2317304,0,0,0,0,1,0.001689515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,781212.8102820541,2,NA,NA,0,0,0,0.0103602519892723,0,0,0,NA
